ADAMS,Adams (Pob.)
TOBIAS FORNIER (DAO),Igbangcal-B
TOBIAS FORNIER (DAO),Igbangcal-C
TOBIAS FORNIER (DAO),Igcabuad
TOBIAS FORNIER (DAO),Igcado
TOBIAS FORNIER (DAO),Igcalawagan
TOBIAS FORNIER (DAO),Igcapuyas
TOBIAS FORNIER (DAO),Igcasicad (San Pedro)
TOBIAS FORNIER (DAO),Igdalaguit
TOBIAS FORNIER (DAO),Igdanlog
TOBIAS FORNIER (DAO),Igdurarog
TOBIAS FORNIER (DAO),Igtugas
TOBIAS FORNIER (DAO),Lawigan
TOBIAS FORNIER (DAO),Manaling (Cata-an)
TOBIAS FORNIER (DAO),Masayo
TOBIAS FORNIER (DAO),Nagsubuan
TOBIAS FORNIER (DAO),Paciencia
TOBIAS FORNIER (DAO),Poblacion Norte
TOBIAS FORNIER (DAO),Poblacion Sur
TOBIAS FORNIER (DAO),Portillo
TOBIAS FORNIER (DAO),Quezon
TOBIAS FORNIER (DAO),Opsan (San Jose)
TOBIAS FORNIER (DAO),Nasuli-A (San Ramon)
TOBIAS FORNIER (DAO),Salamague (Santa Maria)
TOBIAS FORNIER (DAO),Santo Tomas
TOBIAS FORNIER (DAO),Tacbuyan
TOBIAS FORNIER (DAO),Tene
TOBIAS FORNIER (DAO),Villaflor
TOBIAS FORNIER (DAO),Ysulat
TOBIAS FORNIER (DAO),Igcadac
TOBIAS FORNIER (DAO),Lindero
HAMTIC,Apdo
HAMTIC,Asluman
HAMTIC,Banawon
HAMTIC,Bia-an
HAMTIC,Bongbongan I-II
HAMTIC,Bongbongan III
HAMTIC,Botbot
HAMTIC,Budbudan
HAMTIC,Buhang
HAMTIC,Calacja I
HAMTIC,Calacja II
HAMTIC,Calala
HAMTIC,Cantulan
HAMTIC,Caridad
HAMTIC,Caromangay
HAMTIC,Casalngan
HAMTIC,Dangcalan
HAMTIC,Del Pilar
HAMTIC,Fabrica
HAMTIC,Funda
HAMTIC,General Fullon (Tina)
HAMTIC,Guintas
HAMTIC,Igbical
HAMTIC,Igbucagay
HAMTIC,Inabasan
HAMTIC,Ingwan-Batangan
HAMTIC,La Paz
HAMTIC,Gov. Evelio B. Javier (Lanag)
HAMTIC,Linaban
HAMTIC,Malandog
HAMTIC,Mapatag
HAMTIC,Masanag
HAMTIC,Nalihawan
HAMTIC,Pamandayan (Botbot)
HAMTIC,Pasu-Jungao
HAMTIC,Piape I
HAMTIC,Piape II
HAMTIC,Piape III
HAMTIC,"Pili 1, 2, 3"
HAMTIC,Poblacion 1
HAMTIC,Poblacion 2
HAMTIC,Poblacion 3
HAMTIC,Poblacion 4
HAMTIC,Poblacion 5
HAMTIC,Pu-ao
HAMTIC,Suloc
HAMTIC,Villavert-Jimenez
LAUA-AN,Banban
LAUA-AN,Bongbongan
LAUA-AN,Cabariwan
LAUA-AN,Cadajug
LAUA-AN,Canituan
LAUA-AN,Capnayan
LAUA-AN,Casit-an
LAUA-AN,Guinbanga-an
LAUA-AN,Guiamon
LAUA-AN,Guisijan
LAUA-AN,Igtadiao
LAUA-AN,Intao
LAUA-AN,Jaguikican
LAUA-AN,Jinalinan
LAUA-AN,Lactudan
LAUA-AN,Latazon
LAUA-AN,Laua-an
LAUA-AN,Loon
LAUA-AN,Liberato
LAUA-AN,Lindero
LAUA-AN,Liya-liya
LAUA-AN,Lugta
LAUA-AN,Lupa-an
LAUA-AN,Magyapo
LAUA-AN,Maria
LAUA-AN,Mauno
LAUA-AN,Maybunga
LAUA-AN,Necesito (Paniatan)
LAUA-AN,Oloc
LAUA-AN,Omlot
LAUA-AN,Pandanan
LAUA-AN,Paningayan
LAUA-AN,Pascuala
LAUA-AN,Poblacion (Centro)
LAUA-AN,San Ramon
LAUA-AN,Santiago
LAUA-AN,Tibacan
LAUA-AN,Tigunhao
LAUA-AN,Virginia
LAUA-AN,Bagongbayan
LIBERTAD,Barusbus
LIBERTAD,Bulanao
LIBERTAD,Cubay
LIBERTAD,Codiong
LIBERTAD,Igcagay
LIBERTAD,Inyawan
LIBERTAD,Lindero
LIBERTAD,Maramig
LIBERTAD,Pucio
LIBERTAD,Pajo
LIBERTAD,Panangkilon
LIBERTAD,Paz
LIBERTAD,Centro Este (Pob.)
LIBERTAD,Centro Weste (Pob.)
LIBERTAD,San Roque
LIBERTAD,Tinigbas
LIBERTAD,Tinindugan
LIBERTAD,Taboc
LIBERTAD,Union
PANDAN,Aracay
PANDAN,Badiangan
PANDAN,Bagumbayan
PANDAN,Baybay
PANDAN,Botbot
PANDAN,Buang
PANDAN,Cabugao
PANDAN,Candari
PANDAN,Carmen
PANDAN,Centro Sur (Pob.)
PANDAN,Dionela
PANDAN,Dumrog
PANDAN,Duyong
PANDAN,Fragante
PANDAN,Guia
PANDAN,Idiacacan
PANDAN,Jinalinan
PANDAN,Luhod-Bayang
PANDAN,Maadios
PANDAN,Mag-aba
PANDAN,Napuid
PANDAN,Nauring
PANDAN,Patria
PANDAN,Perfecta
PANDAN,Centro Norte (Pob.)
PANDAN,San Andres
PANDAN,San Joaquin
PANDAN,Santa Ana
PANDAN,Santa Cruz
PANDAN,Santa Fe
PANDAN,Santo Rosario
PANDAN,Talisay
PANDAN,Tingib
PANDAN,Zaldivar
PATNONGON,Alva├▒iz
PATNONGON,Amparo
PATNONGON,Apgahan
PATNONGON,Aureliana
PATNONGON,Badiangan
PATNONGON,Bernaldo A. Julagting (Bitas)
PATNONGON,Carit-an
PATNONGON,Cuyapiao
PATNONGON,Villa Elio
PATNONGON,Gella
PATNONGON,Igbarawan
PATNONGON,Igbobon
PATNONGON,Igburi
PATNONGON,La Rioja
PATNONGON,Mabasa
PATNONGON,Macarina
PATNONGON,Magarang
PATNONGON,Magsaysay
PATNONGON,Padang
PATNONGON,Pandanan
PATNONGON,Patlabawon
PATNONGON,Poblacion
PATNONGON,Quezon
PATNONGON,Salaguiawan
PATNONGON,Samalague
PATNONGON,San Rafael
PATNONGON,Tobias Fornier
PATNONGON,Tamayoc
PATNONGON,Tigbalogo
PATNONGON,Villa Crespo
PATNONGON,Villa Cruz
PATNONGON,Villa Flores
PATNONGON,Villa Laua-an
PATNONGON,Villa Sal
PATNONGON,Villa Salomon
PATNONGON,Vista Alegre
SAN JOSE (Capital),Atabay
SAN JOSE (Capital),Badiang
SAN JOSE (Capital),Barangay 1 (Pob.)
SAN JOSE (Capital),Barangay 2 (Pob.)
SAN JOSE (Capital),Barangay 3 (Pob.)
SAN JOSE (Capital),Barangay 4 (Pob.)
SAN JOSE (Capital),Barangay 5 (Pob.)
SAN JOSE (Capital),Barangay 6 (Pob.)
SAN JOSE (Capital),Barangay 7 (Pob.)
SAN JOSE (Capital),Barangay 8 (Pob.)
SAN JOSE (Capital),Bariri
SAN JOSE (Capital),Bugarot (Catungan-Bugarot)
SAN JOSE (Capital),Cansadan (Cansadan-Tubudan)
SAN JOSE (Capital),Durog
SAN JOSE (Capital),Funda-Dalipe
SAN JOSE (Capital),Igbonglo
SAN JOSE (Capital),Inabasan
SAN JOSE (Capital),Madrangca
SAN JOSE (Capital),Magcalon
SAN JOSE (Capital),Malaiba
SAN JOSE (Capital),Maybato Norte
SAN JOSE (Capital),Maybato Sur
SAN JOSE (Capital),Mojon
SAN JOSE (Capital),Pantao
SAN JOSE (Capital),San Angel
SAN JOSE (Capital),San Fernando
SAN JOSE (Capital),San Pedro
SAN JOSE (Capital),Supa
SAN REMIGIO,Agricula
SAN REMIGIO,Alegria
SAN REMIGIO,Aningalan
SAN REMIGIO,Atabay
SAN REMIGIO,Bagumbayan
SAN REMIGIO,Baladjay
SAN REMIGIO,Banbanan
SAN REMIGIO,Barangbang
SAN REMIGIO,Bawang
SAN REMIGIO,Bugo
SAN REMIGIO,Bulan-bulan
SAN REMIGIO,Cabiawan
SAN REMIGIO,Cabunga-an
SAN REMIGIO,Cadolonan
SAN REMIGIO,Poblacion (Calag-itan)
SAN REMIGIO,Carawisan I
SAN REMIGIO,Carawisan II
SAN REMIGIO,Carmelo I
SAN REMIGIO,Carmelo II
SAN REMIGIO,General Fullon
SAN REMIGIO,General Luna
SAN REMIGIO,Orquia (Igcatumbal)
SAN REMIGIO,Iguirindon
SAN REMIGIO,Insubuan
SAN REMIGIO,La Union
SAN REMIGIO,Lapak
SAN REMIGIO,Lumpatan
SAN REMIGIO,Magdalena
SAN REMIGIO,Maragubdub
SAN REMIGIO,Nagbangi I (Amatong)
SAN REMIGIO,Nagbangi II
SAN REMIGIO,Nasuli
SAN REMIGIO,Osorio I
SAN REMIGIO,Osorio II
SAN REMIGIO,Panpanan I
SAN REMIGIO,Panpanan II
SAN REMIGIO,Ramon Magsaysay
SAN REMIGIO,Rizal
SAN REMIGIO,San Rafael
SAN REMIGIO,Sinundolan
SAN REMIGIO,Sumaray
SAN REMIGIO,Trinidad
SAN REMIGIO,Tubudan
SAN REMIGIO,Vilvar
SAN REMIGIO,Walker
SEBASTE,Abiera
SEBASTE,Aguila
SEBASTE,Alegre
SEBASTE,Aras-Asan
SEBASTE,Bacalan
SEBASTE,Callan
SEBASTE,Nauhon
SEBASTE,P. Javier
SEBASTE,Poblacion
SEBASTE,Idio
SIBALOM,Alangan
SIBALOM,Valentin Grasparil (Bad-as)
SIBALOM,Bari
SIBALOM,Biga-a
SIBALOM,Bongbongan I
SIBALOM,Bongbongan II
SIBALOM,Bongsod
SIBALOM,Bontol
SIBALOM,Bugnay
SIBALOM,Bulalacao
SIBALOM,Cabanbanan
SIBALOM,Cabariuan
SIBALOM,Cabladan
SIBALOM,Cadoldolan
SIBALOM,Calo-oy
SIBALOM,Calog
SIBALOM,Catmon
SIBALOM,Catungan I
SIBALOM,Catungan II
SIBALOM,Catungan III
SIBALOM,Catungan IV
SIBALOM,Cubay-Sermon
SIBALOM,Ega├▒a
SIBALOM,Esperanza I
SIBALOM,Esperanza II
SIBALOM,Esperanza III
SIBALOM,Igcococ
SIBALOM,Igdalaquit
SIBALOM,Igdagmay
SIBALOM,Iglanot
SIBALOM,Igpanolong
SIBALOM,Igparas
SIBALOM,Igsuming
SIBALOM,Ilabas
SIBALOM,Imparayan
SIBALOM,Inabasan
SIBALOM,Indag-an
SIBALOM,Initan
SIBALOM,Insarayan
SIBALOM,Lacaron
SIBALOM,Lagdo
SIBALOM,Lambayagan
SIBALOM,Luna
SIBALOM,Luyang
SIBALOM,Maasin
SIBALOM,Mabini
SIBALOM,Millamena
SIBALOM,Mojon
SIBALOM,Nagdayao
SIBALOM,Cubay-Napultan
SIBALOM,Nazareth
SIBALOM,Odiong
SIBALOM,Olaga
SIBALOM,Pangpang
SIBALOM,Panlagangan
SIBALOM,Pantao
SIBALOM,Pasong
SIBALOM,Pis-Anan
SIBALOM,District I (Pob.)
SIBALOM,District II (Pob.)
SIBALOM,District III (Pob.)
SIBALOM,District IV (Pob.)
SIBALOM,Rombang
SIBALOM,Salvacion
SIBALOM,San Juan
SIBALOM,Sido
SIBALOM,Solong
SIBALOM,Tabongtabong
SIBALOM,Tig-Ohot
SIBALOM,Tigbalua I
SIBALOM,Tordesillas
SIBALOM,Tulatula
SIBALOM,Villafont
SIBALOM,Villahermosa
SIBALOM,Villar
SIBALOM,Tigbalua II
TIBIAO,Alegre
TIBIAO,Amar
TIBIAO,Bandoja (Lupa-an)
TIBIAO,Castillo
TIBIAO,Esparagoza
TIBIAO,Importante
TIBIAO,La Paz
TIBIAO,Malabor
TIBIAO,Martinez
TIBIAO,Natividad
TIBIAO,Pitac
TIBIAO,Poblacion
TIBIAO,Salazar
TIBIAO,San Francisco Norte
TIBIAO,San Francisco Sur
TIBIAO,San Isidro
TIBIAO,Santa Ana
TIBIAO,Santa Justa
TIBIAO,Santo Rosario
TIBIAO,Tigbaboy
TIBIAO,Tuno
VALDERRAMA,Bakiang
VALDERRAMA,Binanogan
VALDERRAMA,Borocboroc
VALDERRAMA,Bugnay
VALDERRAMA,Buluangan I
VALDERRAMA,Buluangan II
VALDERRAMA,Bunsod
VALDERRAMA,Busog
VALDERRAMA,Cananghan
VALDERRAMA,Canipayan
VALDERRAMA,Cansilayan
VALDERRAMA,Culyat
VALDERRAMA,Iglinab
VALDERRAMA,Igmasandig
VALDERRAMA,Lublub
VALDERRAMA,Manlacbo
VALDERRAMA,Pandanan
VALDERRAMA,San Agustin
VALDERRAMA,Takas (Pob.)
VALDERRAMA,Tigmamale
VALDERRAMA,Ubos (Pob.)
VALDERRAMA,Alon
CUARTERO,Agcabugao
CUARTERO,Agdahon
CUARTERO,Agnaga
CUARTERO,Angub
CUARTERO,Balingasag
CUARTERO,Bito-on Ilawod
CUARTERO,Bito-on Ilaya
CUARTERO,Bun-od
CUARTERO,Carataya
CUARTERO,Lunayan
CUARTERO,Mahunodhunod
CUARTERO,Maindang
CUARTERO,Mainit
CUARTERO,Malagab-i
CUARTERO,Nagba
CUARTERO,Poblacion Ilawod
CUARTERO,Poblacion Ilaya
CUARTERO,Poblacion Takas
CUARTERO,Puti-an
CUARTERO,San Antonio
CUARTERO,Sinabsaban
CUARTERO,Mahabang Sapa
DAO,Aganan
DAO,Agtambi
DAO,Agtanguay
DAO,Balucuan
DAO,Bita
DAO,Centro
DAO,Daplas
DAO,Duyoc
DAO,Ilas Sur
DAO,Lacaron
DAO,Malonoy
DAO,Manhoy
DAO,Mapulang Bato
DAO,Matagnop
DAO,Nasunogan
DAO,Poblacion Ilawod
DAO,Poblacion Ilaya
DAO,Quinabcaban
DAO,Quinayuya
DAO,San Agustin (Ilas Norte)
DUMALAG,Concepcion
DUMALAG,Consolacion
DUMALAG,Dolores
DUMALAG,Duran
DUMALAG,San Agustin
DUMALAG,San Jose
DUMALAG,San Martin
DUMALAG,San Miguel
DUMALAG,San Rafael
DUMALAG,San Roque
DUMALAG,Santa Carmen
DUMALAG,Santa Cruz
DUMALAG,Santa Monica
DUMALAG,Santa Rita
DUMALAG,Santa Teresa
DUMALAG,Santo Angel
DUMALAG,Santo Ni├▒o
DUMALAG,Santo Rosario
DUMALAG,Poblacion
DUMARAO,Agbatuan
DUMARAO,Aglalana
DUMARAO,Aglanot
DUMARAO,Agsirab
DUMARAO,Alipasiawan
DUMARAO,Astorga
DUMARAO,Bayog
DUMARAO,Bungsuan
DUMARAO,Calapawan
DUMARAO,Cubi
DUMARAO,Dacuton
DUMARAO,Dangula
DUMARAO,Gibato
DUMARAO,Codingle
DUMARAO,Guinotos
DUMARAO,Jambad
DUMARAO,Janguslob
DUMARAO,Lawaan
DUMARAO,Malonoy
DUMARAO,Nagsulang
DUMARAO,Ongol Ilawod
DUMARAO,Ongol Ilaya
DUMARAO,Poblacion Ilawod
DUMARAO,Poblacion Ilaya
DUMARAO,Sagrada Familia
DUMARAO,Salcedo
DUMARAO,San Juan
DUMARAO,Sibariwan
DUMARAO,Tamulalod
DUMARAO,Taslan
DUMARAO,Tina
DUMARAO,Tinaytayan
DUMARAO,Traciano
IVISAN,Agmalobo
IVISAN,Agustin Navarra
IVISAN,Balaring
IVISAN,Basiao
IVISAN,Cabugao
IVISAN,Cudian
IVISAN,Ilaya-Ivisan
IVISAN,Malocloc Norte
IVISAN,Malocloc Sur
IVISAN,Matnog
IVISAN,Mianay
IVISAN,Ondoy
IVISAN,Poblacion Norte
IVISAN,Poblacion Sur
IVISAN,Santa Cruz
JAMINDAN,Agambulong
JAMINDAN,Agbun-od
JAMINDAN,Agcagay
JAMINDAN,Aglibacao
JAMINDAN,Agloloway
JAMINDAN,Bayebaye
JAMINDAN,Caridad
JAMINDAN,Esperanza
JAMINDAN,Fe
JAMINDAN,Ganzon
JAMINDAN,Guintas
JAMINDAN,Igang
JAMINDAN,Jaena Norte
JAMINDAN,Jaena Sur
JAMINDAN,Jagnaya
JAMINDAN,Lapaz
JAMINDAN,Linambasan
JAMINDAN,Lucero
JAMINDAN,Maantol
JAMINDAN,Masgrau
JAMINDAN,Milan
JAMINDAN,Molet
JAMINDAN,Pangabat
JAMINDAN,Pangabuan
JAMINDAN,Pasol-o
JAMINDAN,Poblacion
JAMINDAN,San Jose
JAMINDAN,San Juan
JAMINDAN,San Vicente
JAMINDAN,Santo Rosario
MA-AYON,Aglimocon
MA-AYON,Alasaging
MA-AYON,Alayunan
MA-AYON,Balighot
MA-AYON,Batabat
MA-AYON,Bongbongan
MA-AYON,Cabungahan
MA-AYON,Canapian
MA-AYON,Carataya
MA-AYON,Duluan
MA-AYON,East Villaflores
MA-AYON,Fernandez
MA-AYON,Guinbi-alan
MA-AYON,Indayagan
MA-AYON,Jebaca
MA-AYON,Maalan
MA-AYON,Manayupit
MA-AYON,New Guia
MA-AYON,Quevedo (Ngalan)
MA-AYON,Old Guia
MA-AYON,Palaguian
MA-AYON,Parallan
MA-AYON,Pi├▒a
MA-AYON,Poblacion Ilawod
MA-AYON,Poblacion Ilaya
MA-AYON,Poblacion Tabuc
MA-AYON,Quinabonglan
MA-AYON,Quinat-uyan
MA-AYON,Salgan
MA-AYON,Tapulang
MA-AYON,Tuburan
MA-AYON,West Villaflores
MAMBUSAO,Atiplo
MAMBUSAO,Balat-an
MAMBUSAO,Balit
MAMBUSAO,Batiano
MAMBUSAO,Bating
MAMBUSAO,Bato Bato
MAMBUSAO,Baye
MAMBUSAO,Bergante
MAMBUSAO,Bunga
MAMBUSAO,Bula
MAMBUSAO,Bungsi
MAMBUSAO,Burias
MAMBUSAO,Caidquid
MAMBUSAO,Cala-agus
MAMBUSAO,Libo-o
MAMBUSAO,Manibad
MAMBUSAO,Maralag
MAMBUSAO,Najus-an
MAMBUSAO,Pangpang Norte
MAMBUSAO,Pangpang Sur
MAMBUSAO,Pinay
MAMBUSAO,Poblacion Proper
MAMBUSAO,Poblacion Tabuc
MAMBUSAO,Sinondojan
MAMBUSAO,Tugas
MAMBUSAO,Tumalalud
PANAY,Agbalo
PANAY,Agbanban
PANAY,Agojo
PANAY,Anhawon
PANAY,Bagacay
PANAY,Bago Chiquito
PANAY,Bago Grande
PANAY,Bahit
PANAY,Bantique
PANAY,Bato
PANAY,Binangig
PANAY,Binantuan
PANAY,Bonga
PANAY,Buntod
PANAY,Butacal
PANAY,Cabugao Este
PANAY,Cabugao Oeste
PANAY,Calapawan
PANAY,Calitan
PANAY,Candual
PANAY,Cogon
PANAY,Daga
PANAY,Ilamnay
PANAY,Jamul-awon
PANAY,Lanipga
PANAY,Lat-Asan
PANAY,Libon
PANAY,Linao
PANAY,Linateran
PANAY,Lomboy
PANAY,Lus-Onan
PANAY,Magubilan
PANAY,Navitas
PANAY,Pawa
PANAY,Pili
PANAY,Poblacion Ilawod
PANAY,Poblacion Ilaya
PANAY,Poblacion Tabuc
PANAY,Talasa
PANAY,Tanza Norte
PANAY,Tanza Sur
PANAY,Tico
PANITAN,Agbabadiang
PANITAN,Agkilo
PANITAN,Agloway
PANITAN,Ambilay
PANITAN,Bahit
PANITAN,Balatucan
PANITAN,Banga-an
PANITAN,Cabugao
PANITAN,Cabangahan
PANITAN,Cadio
PANITAN,Cala-an
PANITAN,Capagao
PANITAN,Cogon
PANITAN,Conciencia
PANITAN,Ensenagan
PANITAN,Intampilan
PANITAN,Pasugue
PANITAN,Poblacion Ilawod
PANITAN,Poblacion Ilaya
PANITAN,Quios
PANITAN,Salocon
PANITAN,Tabuc Norte
PANITAN,Tabuc Sur
PANITAN,Timpas
PANITAN,Tincupon
PANITAN,Tinigban
PILAR,Balogo
PILAR,Binaobawan
PILAR,Blasco
PILAR,Casanayan
PILAR,Cayus
PILAR,Dayhagan
PILAR,Dulangan
PILAR,Monteflor
PILAR,Natividad
PILAR,Olalo
PILAR,Poblacion
PILAR,Rosario
PILAR,San Antonio
PILAR,San Blas
PILAR,San Esteban
PILAR,San Fernando
PILAR,San Nicolas
PILAR,San Pedro
PILAR,San Ramon
PILAR,San Silvestre
PILAR,Sinamongan
PILAR,Santa Fe
PILAR,Tabun-acan
PILAR,Yating
PONTEVEDRA,Agbanog
PONTEVEDRA,Agdalipe
PONTEVEDRA,Ameligan
PONTEVEDRA,Bailan
PONTEVEDRA,Banate
PONTEVEDRA,Bantigue
PONTEVEDRA,Binuntucan
PONTEVEDRA,Cabugao
PONTEVEDRA,Gabuc (Caugiat)
PONTEVEDRA,Guba
PONTEVEDRA,Hipona
PONTEVEDRA,Intungcan
PONTEVEDRA,Jolongajog
PONTEVEDRA,Lantangan
PONTEVEDRA,Linampongan
PONTEVEDRA,Malag-it
PONTEVEDRA,Manapao
PONTEVEDRA,Ilawod (Pob.)
PONTEVEDRA,Ilaya (Pob.)
PONTEVEDRA,Rizal
PONTEVEDRA,San Pedro
PONTEVEDRA,Solo
PONTEVEDRA,Sublangon
PONTEVEDRA,Tabuc
PONTEVEDRA,Tacas
PONTEVEDRA,Yatingan
PRESIDENT ROXAS,Aranguel
PRESIDENT ROXAS,Badiangon
PRESIDENT ROXAS,Bayuyan
PRESIDENT ROXAS,Cabugcabug
PRESIDENT ROXAS,Carmencita
PRESIDENT ROXAS,Cubay
PRESIDENT ROXAS,Culilang
PRESIDENT ROXAS,Goce
PRESIDENT ROXAS,Hanglid
PRESIDENT ROXAS,Ibaca
PRESIDENT ROXAS,Madulano
PRESIDENT ROXAS,Manoling
PRESIDENT ROXAS,Marita
PRESIDENT ROXAS,Pandan
PRESIDENT ROXAS,Pantalan Cabugcabug
PRESIDENT ROXAS,Pinamihagan
PRESIDENT ROXAS,Poblacion (Elizalde)
PRESIDENT ROXAS,Pondol
PRESIDENT ROXAS,Quiajo
PRESIDENT ROXAS,Sangkal
PRESIDENT ROXAS,Santo Ni├▒o
PRESIDENT ROXAS,Vizcaya
ROXAS CITY (Capital),Adlawan
ROXAS CITY (Capital),Bago
ROXAS CITY (Capital),Balijuagan
ROXAS CITY (Capital),Banica
ROXAS CITY (Capital),Poblacion I (Barangay I)
ROXAS CITY (Capital),Poblacion X (Barangay X)
ROXAS CITY (Capital),Poblacion XI (Barangay XI)
ROXAS CITY (Capital),Poblacion II (Barangay II)
ROXAS CITY (Capital),Poblacion III (Barangay III)
ROXAS CITY (Capital),Poblacion IV (Barangay IV)
ROXAS CITY (Capital),Poblacion V (Barangay V)
ROXAS CITY (Capital),Poblacion VI (Barangay VI)
ROXAS CITY (Capital),Poblacion VII (Barangay VII)
ROXAS CITY (Capital),Poblacion VIII (Barangay VIII)
ROXAS CITY (Capital),Poblacion IX (Barangay IX)
ROXAS CITY (Capital),Barra
ROXAS CITY (Capital),Bato
ROXAS CITY (Capital),Baybay
ROXAS CITY (Capital),Bolo
ROXAS CITY (Capital),Cabugao
ROXAS CITY (Capital),Cagay
ROXAS CITY (Capital),Cogon
ROXAS CITY (Capital),Culajao
ROXAS CITY (Capital),Culasi
ROXAS CITY (Capital),Dumolog
ROXAS CITY (Capital),Dayao
ROXAS CITY (Capital),Dinginan
ROXAS CITY (Capital),Gabu-an
ROXAS CITY (Capital),Inzo Arnaldo Village (Cadimahan)
ROXAS CITY (Capital),Jumaguicjic
ROXAS CITY (Capital),Lanot
ROXAS CITY (Capital),Lawa-an
ROXAS CITY (Capital),Liong
ROXAS CITY (Capital),Libas
ROXAS CITY (Capital),Loctugan
ROXAS CITY (Capital),Lonoy
ROXAS CITY (Capital),Milibili
ROXAS CITY (Capital),Mongpong
ROXAS CITY (Capital),Olotayan
ROXAS CITY (Capital),Punta Cogon
ROXAS CITY (Capital),Punta Tabuc
ROXAS CITY (Capital),San Jose
ROXAS CITY (Capital),Sibaguan
ROXAS CITY (Capital),Talon
ROXAS CITY (Capital),Tanque
ROXAS CITY (Capital),Tanza
ROXAS CITY (Capital),Tiza
SAPI-AN,Agsilab
SAPI-AN,Agtatacay Norte
SAPI-AN,Agtatacay Sur
SAPI-AN,Bilao
SAPI-AN,Damayan
SAPI-AN,Dapdapan
SAPI-AN,Lonoy
SAPI-AN,Majanlud
SAPI-AN,Maninang
SAPI-AN,Poblacion
SIGMA,Acbo
SIGMA,Amaga
SIGMA,Balucuan
SIGMA,Bangonbangon
SIGMA,Capuyhan
SIGMA,Cogon
SIGMA,Dayhagon
SIGMA,Guintas
SIGMA,Malapad Cogon
SIGMA,Mangoso
SIGMA,Mansacul
SIGMA,Matangcong
SIGMA,Matinabus
SIGMA,Mianay
SIGMA,Oyong
SIGMA,Pagbunitan
SIGMA,Parian
SIGMA,Pinamalatican
SIGMA,Poblacion Norte
SIGMA,Poblacion Sur
SIGMA,Tawog
TAPAZ,Abangay
TAPAZ,Acu├▒a
TAPAZ,Agcococ
TAPAZ,Aglinab
TAPAZ,Aglupacan
TAPAZ,Agpalali
TAPAZ,Apero
TAPAZ,Artuz
TAPAZ,Bag-Ong Barrio
TAPAZ,Bato-bato
TAPAZ,Buri
TAPAZ,Camburanan
TAPAZ,Candelaria
TAPAZ,Carida
TAPAZ,Cristina
TAPAZ,Da-an Banwa
TAPAZ,Da-an Norte
TAPAZ,Da-an Sur
TAPAZ,Garcia
TAPAZ,Gebio-an
TAPAZ,Hilwan
TAPAZ,Initan
TAPAZ,Katipunan
TAPAZ,Lagdungan
TAPAZ,Lahug
TAPAZ,Libertad
TAPAZ,Mabini
TAPAZ,Maliao
TAPAZ,Malitbog
TAPAZ,Minan
TAPAZ,Nayawan
TAPAZ,Poblacion
TAPAZ,Rizal Norte
TAPAZ,Rizal Sur
TAPAZ,Roosevelt
TAPAZ,Roxas
TAPAZ,Salong
TAPAZ,San Antonio
TAPAZ,San Francisco
TAPAZ,San Jose
TAPAZ,San Julian
TAPAZ,San Miguel Ilawod
TAPAZ,San Miguel Ilaya
TAPAZ,San Nicolas
TAPAZ,San Pedro
TAPAZ,San Roque
TAPAZ,San Vicente
TAPAZ,Santa Ana
TAPAZ,Santa Petronila
TAPAZ,Senonod
TAPAZ,Siya
TAPAZ,Switch
TAPAZ,Tabon
TAPAZ,Tacayan
TAPAZ,Taft
TAPAZ,Taganghin
TAPAZ,Taslan
TAPAZ,Wright
AJUY,Adcadarao
AJUY,Agbobolo
AJUY,Badiangan
AJUY,Barrido
AJUY,Bato Biasong
AJUY,Bay-ang
AJUY,Bucana Bunglas
AJUY,Central
AJUY,Culasi
AJUY,Lanjagan
AJUY,Luca
AJUY,Malayu-an
AJUY,Mangorocoro
AJUY,Nasidman
AJUY,Pantalan Nabaye
AJUY,Pantalan Navarro
AJUY,Pedada
AJUY,Pili
AJUY,Pinantan Diel
AJUY,Pinantan Elizalde
AJUY,Pinay Espinosa
AJUY,Poblacion
AJUY,Progreso
AJUY,Puente Bunglas
AJUY,Punta Buri
AJUY,Rojas
AJUY,San Antonio
AJUY,Silagon
AJUY,Santo Rosario
AJUY,Tagubanhan
AJUY,Taguhangin
AJUY,Tanduyan
AJUY,Tipacla
AJUY,Tubogan
ALIMODIAN,Abang-abang
ALIMODIAN,Agsing
ALIMODIAN,Atabay
ALIMODIAN,Ba-ong
ALIMODIAN,Baguingin-Lanot
ALIMODIAN,Bagsakan
ALIMODIAN,Bagumbayan-Ilajas
ALIMODIAN,Balabago
ALIMODIAN,Ban-ag
ALIMODIAN,Bancal
ALIMODIAN,Binalud
ALIMODIAN,Bugang
ALIMODIAN,Buhay
ALIMODIAN,Bulod
ALIMODIAN,Cabacanan Proper
ALIMODIAN,Cabacanan Rizal
ALIMODIAN,Cagay
ALIMODIAN,Coline
ALIMODIAN,Coline-Dalag
ALIMODIAN,Cunsad
ALIMODIAN,Cuyad
ALIMODIAN,Dalid
ALIMODIAN,Dao
ALIMODIAN,Gines
ALIMODIAN,Ginomoy
ALIMODIAN,Ingwan
ALIMODIAN,Laylayan
ALIMODIAN,Lico
ALIMODIAN,Luan-luan
ALIMODIAN,Malamhay
ALIMODIAN,Malamboy-Bondolan
ALIMODIAN,Mambawi
ALIMODIAN,Manasa
ALIMODIAN,Manduyog
ALIMODIAN,Pajo
